customerid,acquisitiondate,age,gender,churn,retentionperiod,companytype,acquisitioncost,totalspend,marketingchannel,customerinteractions,paymentmethod,billingissues,frequencyofbillingissues,city
540fbc62-a079-44aa-8b5c-976dcc2f2c8d,2024-05-02,56,Male,1,57,Education,"₹24,411","₹42,862",Partner Website,44,Credit Card,No,0,Delhi
cbbf2c93-4ade-402d-87e3-0e14813ff2a1,2023-10-03,27,Female,0,107,E-Commerce,"₹17,530","₹99,668",Direct Traffic,35,Bank Transfer,Yes,0,Delhi
61e84a39-6017-4d4c-a914-c485044dc16a,2022-12-06,21,Female,0,245,Consulting,"₹29,834","₹54,410",Instagram Ads,11,Bank Transfer,Yes,0,Delhi
a688fde2-5f17-4801-97c1-2f6954b11b48,2023-12-08,43,Female,1,415,Finance,"₹15,071","₹20,503",Partner Website,34,Bank Transfer,No,9,Delhi
56d8939c-6f0c-4d12-b16f-82ded3ef1a4a,2023-02-25,18,Male,1,394,Healthcare,"₹43,219","₹49,456",Google Ads,16,UPI,Yes,0,Delhi
81841ca6-bf97-41d8-92dc-5e3075fc24c4,2023-05-02,37,Male,1,695,Retail,"₹29,427","₹83,035",Facebook Ads,9,Credit Card,No,0,Delhi
d85d7711-ee42-43bc-8ec7-ef4cb0fd0bc6,2024-05-27,58,Male,0,555,Manufacturing,"₹21,214","₹9,016",Facebook Ads,32,Bank Transfer,Yes,0,Delhi
e9c6c01c-2387-4610-8490-1e8ee7c2ebb5,2022-11-22,54,Male,1,728,Retail,"₹44,041","₹3,384",Referral Program,15,UPI,No,9,Delhi
eceeeae6-0aae-4858-a7dc-7f25e208a5a7,2023-11-10,33,Male,0,341,Finance,"₹23,887","₹63,320",Partner Website,12,Bank Transfer,Yes,0,Delhi
194dc7ba-5ee3-4632-bba0-ade062f9f883,2023-12-20,37,Male,0,36,Manufacturing,"₹28,944","₹16,072",Instagram Ads,33,Credit Card,Yes,0,Delhi
494cd7eb-707f-4b7d-97b1-a51096a4dcb3,2023-06-24,59,Male,1,32,Education,"₹49,408","₹81,018",Facebook Ads,45,Bank Transfer,Yes,1,Delhi
be102872-0ef2-4f7d-b96e-c322bde1d8b5,2023-09-09,58,Female,1,652,Consulting,"₹20,421","₹41,510",Word of Mouth,14,Credit Card,Yes,1,Delhi
e6749687-b115-4c7d-bfe2-a7d724756167,2023-11-28,55,Male,0,392,Consulting,"₹13,557","₹49,933",Facebook Ads,8,Bank Transfer,Yes,0,Delhi
a82822b3-9c08-4a3a-9384-4ff6d54edf4b,2023-10-31,33,Female,0,537,Tech,"₹45,768","₹22,826",Email Campaign,8,Credit Card,No,0,Delhi
453caab1-fed4-4dc1-bc0e-c7a0db638068,2023-10-28,30,Female,1,303,Finance,"₹25,358","₹69,026",Email Campaign,27,Bank Transfer,Yes,0,Delhi
973b8e1d-7275-42f4-8d8a-882650f41829,2022-10-20,33,Female,1,535,Finance,"₹49,189","₹26,518",Facebook Ads,12,Credit Card,No,9,Delhi
1b53708b-660a-414d-9cb1-0c435a315430,2023-07-21,27,Female,1,44,Healthcare,"₹45,138","₹25,045",Partner Website,1,Bank Transfer,No,9,Delhi
7f23ba0b-fbc6-400b-9d7b-21a0ab036958,2024-03-13,46,Female,0,221,Retail,"₹26,562","₹51,876",Referral Program,43,Bank Transfer,No,3,Delhi
31ea0ae5-529a-4801-9fe1-6dd0f83bfda4,2023-01-19,23,Male,0,660,Finance,"₹37,350","₹93,446",Facebook Ads,40,UPI,Yes,0,Delhi
3b9be15a-0df3-4f2f-b950-b00e093dab46,2023-05-06,44,Male,0,514,Finance,"₹46,986","₹91,102",Google Ads,42,UPI,No,5,Delhi
bf111136-8c27-4147-a667-ab2f425800b7,2024-09-07,40,Female,0,57,Education,"₹21,067","₹52,919",Direct Traffic,11,Credit Card,Yes,0,Delhi
542b060e-0d1a-40a3-b9df-e0553cd78c83,2023-04-07,58,Female,0,68,Education,"₹30,239","₹28,103",Instagram Ads,39,Bank Transfer,No,6,Delhi
4b0fad83-fe6a-4971-ae79-032a86317c91,2023-04-28,60,Male,0,302,Manufacturing,"₹43,785","₹37,188",Referral Program,43,Credit Card,No,7,Delhi
5faa4366-1262-4ae6-9eef-90e1a5f2fd33,2023-04-10,23,Male,1,260,E-Commerce,"₹4,254","₹6,845",Google Ads,31,UPI,No,9,Delhi
b00b35ff-0150-4aea-b830-395895f862eb,2024-09-28,63,Male,0,115,E-Commerce,"₹27,544","₹87,698",Referral Program,17,Credit Card,No,0,Delhi
86e7a37d-50d8-427e-a86d-b8f880ef221b,2023-12-18,45,Male,0,503,Tech,"₹2,224","₹37,674",Google Ads,33,Credit Card,No,0,Delhi
de8eb361-86c8-4b42-98cf-56ce0bde9101,2023-12-15,27,Male,0,155,E-Commerce,"₹1,876","₹20,337",Instagram Ads,32,UPI,Yes,0,Delhi
fd76b37b-83ae-4162-938a-614bedf9e7bc,2024-09-20,35,Male,1,566,Healthcare,"₹9,206","₹23,313",Instagram Ads,29,Bank Transfer,No,0,Delhi
f8673ef2-88a2-4e9a-9b60-15b75aa6729f,2023-01-26,35,Male,0,174,Tech,"₹9,394","₹27,943",Email Campaign,21,Credit Card,No,5,Delhi
fdd9f789-a1b2-488e-846c-30d9ffe2639d,2024-07-01,62,Male,0,554,Manufacturing,"₹18,537","₹78,949",Partner Website,21,UPI,Yes,0,Delhi
46911cd8-b3e2-4d7d-b505-f29adb62c5df,2024-03-13,18,Male,1,241,Education,"₹18,950","₹1,276",Google Ads,40,Bank Transfer,Yes,8,Delhi
41a75284-7085-4c2b-ac5a-0628b6e0034d,2023-06-20,64,Male,0,54,E-Commerce,"₹16,906","₹52,151",Direct Traffic,23,UPI,Yes,0,Delhi
4983c0e8-5034-4c38-8af5-89926f9a6323,2023-01-17,33,Female,0,609,Retail,"₹30,225","₹18,611",Email Campaign,6,Credit Card,No,0,Delhi
3e4edd92-1ae4-4c4b-b9af-0bab6513e423,2024-09-01,56,Female,0,423,Education,"₹6,426","₹12,944",Google Ads,22,Bank Transfer,No,8,Delhi
4c46761b-e1bc-4a56-bc8c-8ccaa51b3b0d,2024-05-28,59,Male,0,96,Consulting,"₹39,519","₹53,887",Email Campaign,38,Bank Transfer,No,8,Delhi
45a208b5-644b-414d-9532-f85ff6093bf7,2022-11-04,26,Male,0,262,Healthcare,"₹9,996","₹82,442",Instagram Ads,37,UPI,No,0,Delhi
f3c7a357-1e9b-4b74-b888-b83e1fa2b170,2024-09-11,36,Male,1,138,Education,"₹36,568","₹50,847",Referral Program,45,UPI,No,0,Delhi
d48149b5-1e0b-40ce-8f22-9e103f015d9d,2022-10-15,55,Female,1,175,Healthcare,"₹30,306","₹59,653",Word of Mouth,8,UPI,No,2,Delhi
4849f1b4-5db6-411d-8de5-193a83e013de,2024-06-01,33,Female,1,140,Healthcare,"₹23,163","₹87,072",Email Campaign,41,Bank Transfer,Yes,4,Delhi
58af5d69-ad76-4f4e-b744-ee6f06fd50ce,2023-08-20,31,Male,0,257,Healthcare,"₹41,821","₹57,622",Google Ads,49,Bank Transfer,Yes,7,Delhi
a92d3fed-bfd7-4e27-8d47-2b4515a10437,2024-06-03,39,Female,0,140,Manufacturing,"₹36,995","₹28,810",Google Ads,35,Credit Card,No,9,Delhi
7c980400-922e-4f71-b9e4-9aecee7312d1,2024-09-08,36,Female,0,499,Healthcare,"₹23,156","₹78,842",Word of Mouth,11,Bank Transfer,No,8,Delhi
6186b3c5-e641-4a1b-8256-642773a632e4,2023-06-11,25,Female,1,63,Healthcare,"₹26,360","₹11,503",Partner Website,24,Credit Card,No,0,Delhi
c8070dd2-c9e5-421c-8b6c-754c59be863b,2023-11-19,56,Female,0,652,Consulting,"₹17,332","₹85,761",Direct Traffic,49,UPI,No,0,Delhi
88494a8c-589f-4283-a877-539c4e9cdd96,2023-09-10,64,Male,0,398,Retail,"₹39,287","₹37,976",Instagram Ads,21,UPI,No,0,Delhi
cedc42c8-cb9e-4603-b669-568c82a64a87,2024-06-17,48,Female,1,624,Tech,"₹48,731","₹12,590",Google Ads,2,Bank Transfer,Yes,0,Delhi
ebaeaed0-a570-4275-8a84-b95da0d1fa17,2024-06-23,36,Male,0,583,Finance,"₹22,227","₹11,886",Facebook Ads,40,UPI,Yes,2,Delhi
b13374b3-525c-47e7-bb09-9c7f6eeae0e3,2023-12-12,23,Male,1,454,Consulting,"₹43,315","₹13,866",Referral Program,19,UPI,No,2,Delhi
7d118826-b6b2-4b90-85a4-3781ff9b138d,2023-01-06,59,Male,1,642,Tech,"₹30,045","₹67,624",Email Campaign,39,Bank Transfer,Yes,4,Delhi
0c6a4017-0dc1-4901-8bf0-ee456843bbfd,2024-04-14,19,Female,1,547,Healthcare,"₹45,022","₹69,899",Partner Website,28,Credit Card,No,0,Delhi
4c55d70d-d186-4a0b-b187-761216afe3a1,2023-12-20,31,Female,0,721,Retail,"₹3,020","₹33,792",Direct Traffic,17,Bank Transfer,No,5,Delhi
a2252382-3772-41b5-9d28-21bef76d5c49,2023-06-03,57,Female,0,311,Education,"₹3,581","₹10,764",Word of Mouth,6,Credit Card,No,6,Delhi
e8b79700-d7c4-4405-9a77-c86145b770cf,2024-07-14,39,Female,0,349,Retail,"₹34,696","₹87,156",Referral Program,19,Bank Transfer,Yes,0,Delhi
f6050813-c1bb-4f81-8ccc-3ea71b72504e,2023-06-22,33,Female,0,472,Consulting,"₹37,235","₹43,727",Instagram Ads,38,Bank Transfer,Yes,0,Delhi
81f6bc36-dc80-4b4b-b767-926e5d006911,2024-08-22,60,Female,0,344,Healthcare,"₹39,713","₹79,471",Partner Website,28,UPI,No,0,Delhi
60e38e0a-17f2-4cae-838d-6c8131254b28,2024-09-26,56,Male,0,406,Retail,"₹15,066","₹9,068",Direct Traffic,2,Bank Transfer,Yes,1,Delhi
31c3775d-2a1b-4818-b27f-f4aaf6d54b4c,2023-08-22,38,Male,0,318,E-Commerce,"₹14,542","₹8,295",Email Campaign,38,Bank Transfer,Yes,2,Delhi
c3d56442-0809-4b2c-9ef8-11dded8b8939,2024-08-28,34,Male,1,466,Retail,"₹25,998","₹42,160",Email Campaign,37,Credit Card,No,0,Delhi
3fab70e5-a420-4eb1-9598-db2e0b440d83,2023-08-18,51,Male,0,691,Healthcare,"₹11,829","₹12,390",Word of Mouth,4,UPI,Yes,0,Delhi
09391068-6b22-42f4-8ae7-56a5cf18563c,2023-06-22,52,Female,1,306,Manufacturing,"₹32,156","₹21,131",Facebook Ads,22,Credit Card,Yes,5,Delhi
53342713-3730-4e7f-99e3-308f556faedc,2023-03-30,36,Male,0,611,E-Commerce,"₹2,659","₹95,754",Word of Mouth,26,Credit Card,No,0,Delhi
fc3e2149-1434-408c-9fce-64f1e5c8c214,2023-07-21,37,Male,0,532,Retail,"₹38,400","₹76,969",Instagram Ads,49,UPI,No,3,Delhi
c3db3977-1831-4c44-afd5-e53890706d4c,2023-11-18,38,Male,0,653,Finance,"₹19,863","₹16,038",Partner Website,43,UPI,Yes,0,Delhi
d2e8c1ff-2d2d-487d-9013-16f8fbafe402,2023-03-30,32,Male,1,545,Finance,"₹48,201","₹53,327",Partner Website,36,UPI,No,0,Delhi
b950b719-5368-4495-b397-4ada28f60a72,2023-01-20,23,Male,1,379,Retail,"₹43,741","₹94,718",Google Ads,13,Bank Transfer,Yes,0,Delhi
1b1a8d9d-d958-49b1-bf8e-741bcce2b019,2023-06-21,24,Male,1,475,Manufacturing,"₹19,533","₹78,064",Facebook Ads,32,UPI,No,1,Delhi
9bc21ac6-12a5-48ee-8299-a3180248079e,2024-02-19,36,Female,1,379,Education,"₹11,305","₹22,281",Facebook Ads,17,UPI,No,1,Delhi
f237f1a2-706a-4dfa-8379-e3ee955ae9d7,2024-08-16,37,Male,0,636,Healthcare,"₹36,351","₹55,189",Partner Website,41,UPI,No,0,Delhi
69309744-1de3-454f-8300-64ca10af62a0,2023-06-09,34,Male,1,693,Finance,"₹27,332","₹49,511",Partner Website,36,Credit Card,No,5,Delhi
bfa55510-a74b-4859-810d-58f06140a8b4,2022-12-15,62,Female,0,166,Education,"₹14,444","₹9,605",Referral Program,46,Credit Card,Yes,0,Delhi
a415a44f-2e13-450b-93f4-0c99609c889d,2024-05-23,57,Male,0,272,Retail,"₹20,373","₹2,381",Direct Traffic,19,Bank Transfer,No,0,Delhi
b632fd04-e21e-4d28-ab4b-d0dd1841297c,2023-06-11,19,Female,1,572,Consulting,"₹40,872","₹67,634",Referral Program,35,Credit Card,No,9,Delhi
0872f149-4cdb-4cad-91fb-9e8a8307d8a0,2023-07-25,24,Female,1,69,Education,"₹24,428","₹20,810",Referral Program,46,Bank Transfer,No,1,Delhi
a713b8f7-0f15-481f-9fb6-600f101ba5de,2024-01-14,35,Male,1,258,E-Commerce,"₹15,879","₹25,322",Facebook Ads,40,Credit Card,Yes,4,Delhi
b8a890f0-7a43-46f3-9e9c-280cd603e7c1,2022-12-01,65,Female,1,577,Tech,"₹37,251","₹42,869",Google Ads,28,UPI,Yes,3,Delhi
3a326239-26c4-48a3-ac7c-a8165cf5cd0b,2023-06-13,59,Female,1,252,Finance,"₹35,046","₹33,955",Email Campaign,1,Credit Card,No,0,Delhi
a16d7e76-fc60-45b0-96fb-dd85b285d95e,2023-02-16,18,Male,1,35,Retail,"₹24,786","₹62,388",Referral Program,42,Bank Transfer,No,7,Delhi
69609142-314d-49eb-ac7e-b504f361a6f8,2024-04-09,57,Male,1,351,Consulting,"₹5,610","₹11,207",Google Ads,18,Credit Card,No,8,Delhi
f6d651cb-55f3-402b-9741-ecf222532fdb,2023-04-11,28,Female,1,497,Healthcare,"₹12,587","₹88,329",Word of Mouth,48,UPI,No,0,Delhi
2f680ff4-ffe1-46b4-bbe6-2ffb686d8811,2024-02-12,33,Male,0,104,Consulting,"₹24,262","₹68,628",Instagram Ads,40,Bank Transfer,No,0,Delhi
7d853853-5a34-44d4-90d6-659c0b79d36f,2023-05-15,20,Female,1,33,Manufacturing,"₹17,581","₹29,220",Referral Program,33,UPI,No,0,Delhi
aef449d4-69e8-4ced-a7d3-6645d1619fd5,2023-05-30,60,Female,1,675,E-Commerce,"₹35,447","₹85,050",Word of Mouth,12,UPI,Yes,0,Delhi
49547ec7-ec8c-43d3-8c98-05dbeb5d1bd3,2024-10-06,22,Female,0,147,Retail,"₹10,096","₹75,085",Email Campaign,8,Bank Transfer,No,8,Delhi
32299e20-aa6f-4f45-a25c-c028af9b9c1a,2023-07-23,60,Female,1,635,Healthcare,"₹38,519","₹23,031",Instagram Ads,24,UPI,No,2,Delhi
c0b33bc3-adb4-48d1-a45b-cbfdb45353c7,2024-05-21,28,Male,0,533,Manufacturing,"₹42,503","₹71,721",Instagram Ads,16,UPI,No,0,Delhi
13784208-cd5c-409c-aba1-f821c004315a,2024-01-23,22,Female,0,603,Manufacturing,"₹18,813","₹81,807",Email Campaign,4,Credit Card,No,0,Delhi
4e700299-c596-4a0c-bb31-695fe941aa96,2023-03-02,35,Female,1,470,Retail,"₹48,139","₹72,312",Referral Program,38,UPI,No,6,Delhi
ac53d90b-55dc-4445-8b98-014dd35853b3,2024-07-21,24,Male,0,223,E-Commerce,"₹1,513","₹60,766",Facebook Ads,44,UPI,No,1,Delhi
0f9c4f21-d1d4-49d1-8234-359570c7d74c,2024-05-08,57,Male,0,421,Education,"₹49,878","₹13,449",Email Campaign,27,UPI,Yes,3,Delhi
1bbfd3ca-d854-4af4-bdfb-e501864cd686,2023-10-13,41,Male,0,55,Education,"₹24,205","₹90,833",Email Campaign,9,UPI,Yes,6,Delhi
d493cbeb-5f32-4f1f-8755-1d25e8e8929d,2023-03-01,27,Male,0,464,Manufacturing,"₹2,328","₹57,699",Email Campaign,47,Bank Transfer,Yes,3,Delhi
ddc37d27-329e-4c0a-adb2-b2b090a17941,2024-05-01,44,Male,1,202,Education,"₹8,409","₹82,253",Instagram Ads,16,Credit Card,Yes,0,Delhi
d481656a-788f-4a53-89ad-172dca42a161,2024-08-04,21,Male,0,329,Tech,"₹38,856","₹47,092",Direct Traffic,12,UPI,Yes,0,Delhi
9d9548d7-0191-4f15-b10a-aef17c0261d9,2023-10-23,54,Female,1,674,Manufacturing,"₹13,609","₹64,671",Google Ads,31,UPI,Yes,0,Delhi
19f786bd-a506-46a6-8b1f-ac6f28c031eb,2024-08-25,49,Female,0,355,Manufacturing,"₹2,523","₹11,350",Word of Mouth,24,Bank Transfer,No,0,Delhi
d6432da0-72e9-474d-ad58-dbe75a671e69,2023-04-23,63,Female,0,439,Healthcare,"₹15,037","₹97,158",Facebook Ads,14,UPI,No,9,Delhi
13a15a54-eeac-49e1-9b03-03221d54b963,2024-01-05,59,Male,0,147,Education,"₹27,161","₹69,487",Referral Program,45,Bank Transfer,No,0,Delhi
32d2c603-2136-4a9d-8762-e11dfb796e4a,2024-03-06,56,Male,0,254,E-Commerce,"₹39,159","₹18,622",Referral Program,25,Credit Card,No,8,Delhi
ec3b26f3-1878-4d6a-9a55-e05fecb74958,2022-12-28,30,Female,1,561,Manufacturing,"₹34,348","₹71,263",Word of Mouth,34,Credit Card,No,5,Delhi
f5a8974a-9c15-4616-b508-c4e55740950e,2024-04-10,37,Female,1,142,Consulting,"₹38,304","₹54,117",Google Ads,3,UPI,No,1,Delhi
ba424f10-b991-4b3f-9148-5b915aa2eb34,2023-08-21,23,Male,0,169,E-Commerce,"₹15,879","₹59,394",Email Campaign,24,UPI,Yes,7,Delhi
16b5a7dd-a020-4f2f-9c2a-e756ce20094a,2022-12-20,22,Male,0,588,Tech,"₹28,266","₹24,782",Direct Traffic,42,UPI,No,3,Delhi
98d4769c-c4fa-43e4-8957-5cba19624afc,2022-11-13,59,Female,1,30,Healthcare,"₹44,090","₹29,454",Facebook Ads,9,Bank Transfer,Yes,8,Delhi
46934f46-ca7c-4adc-93eb-9084d9b321da,2023-12-27,54,Male,0,119,Retail,"₹3,063","₹68,904",Referral Program,26,UPI,Yes,3,Delhi
edb839cc-0ca1-48ee-8451-f04a2bbb1c21,2024-04-01,18,Female,0,683,E-Commerce,"₹36,560","₹16,592",Word of Mouth,20,UPI,No,0,Delhi
91f8c7d7-65e8-4cf7-9ac5-225251074816,2023-08-07,27,Male,0,349,Manufacturing,"₹29,697","₹23,173",Partner Website,40,Credit Card,No,5,Delhi
667f0abb-dc69-482a-aea2-717d837d225a,2024-07-18,18,Male,1,579,Tech,"₹4,086","₹34,204",Direct Traffic,10,UPI,No,0,Delhi
f003b0ae-303d-476c-9fd2-d7737dff5c3c,2024-07-24,18,Female,1,168,Finance,"₹16,587","₹36,596",Word of Mouth,19,Credit Card,No,0,Delhi
0c316a38-4ad3-4b3d-8e75-b995e685780d,2023-11-08,53,Female,1,540,Tech,"₹49,368","₹35,324",Direct Traffic,3,UPI,No,1,Delhi
1c79b92f-0080-499d-b05c-a51c40422edd,2023-07-26,21,Male,0,288,Tech,"₹23,725","₹62,202",Referral Program,24,Credit Card,No,9,Delhi
19d5e11f-d444-4206-bfc1-b68e7fb841bf,2023-10-09,46,Female,0,702,Healthcare,"₹30,250","₹90,400",Email Campaign,5,UPI,No,0,Delhi
f6440698-96d9-43e7-be4e-0aa2718e8b3f,2024-03-05,57,Female,1,719,Retail,"₹7,143","₹31,750",Partner Website,3,Credit Card,Yes,0,Delhi
782867e9-e8af-4a92-b647-cc8da14c1465,2023-10-18,22,Male,1,39,Finance,"₹28,023","₹77,112",Google Ads,27,Bank Transfer,No,0,Delhi
42db97a7-f6fe-4fc6-abad-4ae44a5cd068,2023-10-15,32,Male,1,290,Education,"₹37,227","₹17,566",Facebook Ads,16,Credit Card,No,0,Delhi
a8b99e0f-311f-4215-bd7e-10f09a1a9eca,2023-10-22,27,Female,1,679,Education,"₹11,505","₹8,190",Google Ads,49,Credit Card,Yes,2,Delhi
30083173-852f-482b-83bb-9ccc802c2299,2024-07-17,30,Female,0,201,E-Commerce,"₹44,043","₹89,607",Google Ads,15,Credit Card,No,9,Delhi
15acde4b-7b46-4789-a2d7-acedc12956c4,2024-03-22,47,Male,1,42,Tech,₹661,"₹39,333",Word of Mouth,35,UPI,No,5,Delhi
cdbe1ebf-f1d8-446b-a063-a375104c0c19,2024-06-04,21,Male,0,197,Consulting,"₹16,529","₹81,905",Direct Traffic,12,UPI,Yes,0,Delhi
26081374-c61b-4ea3-93c6-800623ee579e,2023-10-10,60,Male,1,671,Healthcare,"₹14,726","₹90,571",Facebook Ads,41,UPI,No,3,Delhi
621d88eb-5392-48eb-ab95-dd44a0e64a78,2023-07-03,21,Female,0,625,Consulting,"₹29,231","₹2,589",Facebook Ads,44,Bank Transfer,No,0,Delhi
b219bfa6-8cde-4b62-a75b-22542b2cacba,2022-11-17,54,Female,1,350,Healthcare,"₹44,422","₹26,235",Referral Program,26,Bank Transfer,No,6,Delhi
13c2ffb8-c35f-4bed-b4e0-160c9404dba7,2023-07-15,47,Female,1,348,Education,"₹45,348","₹1,159",Referral Program,47,Credit Card,No,0,Delhi
7ab0a3d6-6ed3-4ebd-8ee1-2256aa589ed8,2023-12-19,53,Female,1,642,E-Commerce,"₹3,890","₹13,145",Facebook Ads,34,Bank Transfer,No,1,Delhi
0ea1d3f5-49a4-4702-9b3e-4aa626e8e259,2023-08-10,19,Male,1,358,E-Commerce,"₹6,497","₹81,909",Partner Website,23,Credit Card,No,7,Delhi
5fce1926-7dfc-4834-ae2d-27857b7a357e,2023-08-02,40,Male,0,579,E-Commerce,"₹13,193","₹32,921",Instagram Ads,31,Credit Card,Yes,0,Delhi
87e3c2a3-e82f-4910-a3e3-00366acef88c,2022-11-14,23,Female,1,448,Finance,"₹42,592","₹17,237",Referral Program,20,Credit Card,No,0,Delhi
b2efde49-627b-4fc5-9c5e-33c1adee063d,2022-11-27,24,Female,0,635,Retail,"₹1,041","₹9,244",Instagram Ads,12,Bank Transfer,No,0,Delhi
d0fd7683-9cfc-4570-b44c-f3c54696c973,2024-02-21,23,Female,0,124,Finance,"₹22,317","₹15,743",Word of Mouth,23,UPI,Yes,0,Delhi
365a54d6-90aa-46c5-9fce-61b3a305e218,2022-10-23,60,Female,0,610,Manufacturing,"₹38,361","₹98,102",Partner Website,4,Bank Transfer,Yes,0,Delhi
fc31d78d-ba56-44c5-9109-2e618641f2f5,2024-10-01,30,Male,0,347,Manufacturing,"₹13,928","₹47,101",Facebook Ads,23,Credit Card,No,6,Delhi
042fe593-fb72-4841-94c8-a6bec4a2cbe1,2023-07-27,41,Male,1,265,Consulting,"₹44,434","₹85,227",Partner Website,48,Credit Card,Yes,0,Delhi
f9a5f225-ae13-4c6c-8651-b57bf5e8e504,2023-03-01,40,Male,0,363,Retail,"₹49,331","₹57,378",Referral Program,48,Bank Transfer,No,8,Delhi
94a05245-70c1-4804-80b1-e2f756c80c60,2023-01-19,18,Male,0,405,Education,"₹10,758","₹72,126",Google Ads,1,Credit Card,No,1,Delhi
4df6b937-6a34-4b59-bf68-c701798487ee,2024-03-06,23,Male,0,488,Retail,"₹16,544","₹57,071",Word of Mouth,25,Credit Card,Yes,8,Delhi
de7100db-dc54-4075-94b0-a615ff16450d,2024-09-20,63,Female,1,166,Healthcare,"₹29,911","₹72,121",Facebook Ads,2,Bank Transfer,No,4,Delhi
12870220-e667-4e00-b00f-378485dd731a,2023-09-01,49,Male,1,617,Manufacturing,"₹5,969","₹75,763",Email Campaign,30,Bank Transfer,No,8,Delhi
4bf8e5e9-348f-4a1b-883d-fce6ae3d429f,2023-01-06,36,Female,1,576,Tech,"₹29,354","₹94,814",Word of Mouth,3,Bank Transfer,Yes,0,Delhi
982fcba0-2808-44f7-8cf9-e8ddf14a309a,2024-08-17,26,Male,1,542,Tech,"₹6,756","₹13,237",Direct Traffic,21,Credit Card,Yes,0,Delhi
decfc6a4-4acf-4fa5-91bd-4f20f3b03c47,2024-01-07,65,Male,0,325,Education,"₹11,220","₹16,649",Instagram Ads,25,Credit Card,Yes,4,Delhi
60e7713c-68c6-4410-8cad-b9d2ee0e482c,2023-02-03,58,Male,0,349,Healthcare,"₹34,437","₹38,713",Partner Website,20,UPI,Yes,2,Delhi
64b6613c-6d52-440b-b35b-591830222e24,2024-02-15,39,Female,1,601,Consulting,"₹34,098","₹74,463",Facebook Ads,49,UPI,No,0,Delhi
61bdfd25-2098-4358-b848-72fd9102859b,2024-04-08,18,Male,0,378,Finance,"₹2,151","₹46,409",Word of Mouth,22,Bank Transfer,Yes,0,Delhi
65893cda-ac96-4c26-a356-1bf55b2ba100,2022-11-12,47,Male,0,258,Healthcare,"₹19,694","₹49,766",Partner Website,21,UPI,Yes,9,Delhi
3ab8a6a3-2101-4796-9c3d-9572640795c3,2024-01-14,40,Female,0,299,Tech,"₹25,551","₹47,154",Facebook Ads,33,Credit Card,Yes,0,Delhi
7d142ece-817c-4374-b27b-cb869cfbbd39,2023-08-31,20,Male,1,320,Tech,"₹27,886","₹8,016",Referral Program,38,UPI,Yes,0,Delhi
562d6f4a-5b71-4b6a-bf78-a1ff7844005a,2022-12-10,41,Female,1,194,Consulting,"₹10,018","₹80,563",Word of Mouth,15,Credit Card,Yes,0,Delhi
1bf53e6f-3507-4fb2-b7c9-03d1ef85df42,2023-08-07,38,Female,0,34,Manufacturing,"₹46,526","₹49,688",Referral Program,46,Bank Transfer,No,6,Delhi
3a98cd46-55df-4917-a338-e9a183850ab6,2024-01-25,19,Female,1,408,Healthcare,"₹16,684","₹90,678",Word of Mouth,15,Bank Transfer,Yes,0,Delhi
9cc5b848-35dc-4575-9e5e-4fffc4557d1d,2024-03-30,47,Male,1,107,Healthcare,"₹34,287","₹55,238",Referral Program,46,Credit Card,No,3,Delhi
e19c06f6-3677-4b17-9532-ebbddc20569c,2024-08-27,49,Male,1,439,Tech,"₹22,121","₹59,608",Direct Traffic,25,UPI,Yes,5,Delhi
ec7a9379-7e9b-4c43-af8b-3883a199f647,2023-02-07,22,Male,1,603,Finance,"₹10,528","₹90,081",Partner Website,21,Bank Transfer,Yes,3,Delhi
c6ebde4c-1cd9-44ec-9083-ab09425b194f,2022-11-21,48,Female,1,161,Education,"₹12,948","₹32,897",Email Campaign,24,Bank Transfer,Yes,1,Delhi
27356dcb-1327-4c83-88b0-4e5769907392,2022-11-01,65,Male,0,630,E-Commerce,"₹45,753","₹51,961",Word of Mouth,5,UPI,Yes,7,Delhi
a7362666-8cb8-41cf-90f3-41c6a9a76411,2024-07-22,32,Male,1,71,Education,"₹34,551","₹69,703",Direct Traffic,6,UPI,Yes,0,Delhi
7ef200e8-381e-4674-9678-e101d77114c1,2023-07-12,44,Female,0,118,Healthcare,"₹30,947","₹45,757",Word of Mouth,49,Credit Card,Yes,7,Delhi
85ac4ff6-dc9b-4af8-bc23-567c182e1b16,2024-03-01,49,Male,0,431,Education,"₹18,894","₹27,917",Referral Program,43,UPI,Yes,3,Delhi
ea6bc2b8-7f1d-4917-b381-ebe0faf2e946,2023-09-22,64,Female,1,325,Tech,"₹35,001","₹23,736",Facebook Ads,48,UPI,Yes,5,Delhi
862ac734-2c8d-4dd4-823a-881824955559,2024-09-26,36,Male,0,324,Tech,"₹30,754","₹28,990",Word of Mouth,44,UPI,No,0,Delhi
86a62676-2e01-4011-8224-d0036aaa9596,2023-03-15,60,Male,0,645,Consulting,"₹19,009","₹63,551",Direct Traffic,47,Credit Card,Yes,0,Delhi
7eea9314-d3a0-4e61-9fc2-c3c8c499fec5,2023-09-03,36,Female,0,555,Healthcare,"₹49,498","₹59,161",Referral Program,23,Credit Card,No,0,Delhi
7c2b59d8-8200-40be-a2d6-afde6bdf708b,2024-02-15,42,Female,1,720,Consulting,"₹14,972","₹80,623",Google Ads,4,Bank Transfer,Yes,0,Delhi
11c242d2-058e-492b-96dd-f42f3b44cb0c,2023-11-10,24,Female,1,666,Healthcare,"₹46,157","₹23,440",Referral Program,27,Credit Card,No,0,Delhi
