customerid,acquisitiondate,age,gender,churn,retentionperiod,companytype,acquisitioncost,totalspend,marketingchannel,customerinteractions,paymentmethod,billingissues,frequencyofbillingissues,city
6830d846-3b23-4b78-a044-9e583d661dba,2022-10-26,55,Male,1,576,Finance,"₹23,784","₹64,291",Instagram Ads,32,UPI,No,0,Mumbai
6335cd70-4ed5-4d4d-8f68-e2056b83b391,2023-09-08,18,Male,0,673,Manufacturing,"₹48,223","₹90,723",Email Campaign,5,Credit Card,Yes,0,Mumbai
0fcab09c-fbc1-4b17-bba3-aa9d099f6efc,2024-01-16,58,Female,1,365,Tech,"₹35,768","₹3,526",Google Ads,39,Credit Card,Yes,1,Mumbai
eee1818d-f3e5-4d82-bb52-7c5b7f472f4d,2024-08-15,41,Female,1,365,Finance,"₹3,964","₹25,686",Google Ads,9,Credit Card,No,1,Mumbai
ac07623f-f571-4890-bbb7-94ff86484647,2023-08-17,47,Male,0,176,Tech,"₹19,143","₹74,339",Facebook Ads,18,Credit Card,No,0,Mumbai
4aebd9bc-2a6d-4132-adad-71b34459e139,2024-08-26,54,Female,0,151,Tech,"₹29,765","₹99,204",Instagram Ads,21,Bank Transfer,Yes,8,Mumbai
a4b51006-e57f-4811-b4b8-449e99661961,2023-09-11,26,Male,0,110,Consulting,"₹16,454","₹7,574",Partner Website,8,UPI,Yes,8,Mumbai
6443fab7-7bb6-48d8-9b6a-a4f87b51178b,2023-04-25,57,Male,1,714,E-Commerce,"₹24,380","₹9,733",Direct Traffic,44,Credit Card,Yes,7,Mumbai
70ca4a58-ce1b-443a-866a-ef366007829d,2023-07-25,61,Male,1,695,Healthcare,"₹19,543","₹51,290",Partner Website,34,Bank Transfer,Yes,6,Mumbai
ec1bc567-0370-4c5c-81d8-273704fb9161,2024-09-17,44,Female,0,691,E-Commerce,₹755,"₹73,793",Google Ads,10,Credit Card,No,4,Mumbai
3f9e0a2b-8b5d-4d61-8860-4297cc379e2e,2023-09-02,55,Male,1,404,Education,"₹2,002","₹37,051",Email Campaign,41,Credit Card,No,1,Mumbai
9961adbb-c06e-4146-bc44-a6e4225deadb,2023-01-13,28,Male,0,599,Healthcare,"₹5,156","₹16,909",Referral Program,24,Credit Card,No,9,Mumbai
3bb1c496-70df-42a2-9e9a-3bbafc208785,2023-08-28,39,Female,0,92,Tech,"₹10,802","₹90,682",Word of Mouth,40,Credit Card,Yes,1,Mumbai
34838f68-d342-417a-9811-6a646265ff6a,2024-01-10,49,Male,1,533,Finance,"₹5,930","₹78,338",Facebook Ads,24,Bank Transfer,Yes,4,Mumbai
e55e3ced-3185-4160-b497-3aa017a17a73,2024-05-14,48,Female,1,697,Manufacturing,"₹41,866","₹74,432",Email Campaign,32,UPI,Yes,0,Mumbai
1a1917b6-5666-421b-b65d-06642524defd,2024-01-16,31,Male,1,478,Consulting,"₹27,925","₹29,133",Google Ads,33,Bank Transfer,No,7,Mumbai
6e1179b5-c635-4972-aaa5-a4404d6c2207,2023-11-23,20,Male,1,457,Healthcare,"₹49,244","₹52,571",Instagram Ads,38,Bank Transfer,No,5,Mumbai
18aec96d-4387-4fc1-a24f-f5c498cd924b,2024-01-02,52,Male,0,456,Education,"₹2,360","₹80,062",Facebook Ads,44,Bank Transfer,No,5,Mumbai
79fb708e-51f6-4b01-83c6-b0dd39ff3f66,2024-04-01,25,Male,0,450,Tech,"₹6,658","₹51,908",Direct Traffic,49,Credit Card,Yes,4,Mumbai
8813e50c-6858-4a8f-bb8f-51b9c06fdd55,2023-10-29,36,Female,0,351,Manufacturing,"₹6,306","₹12,278",Google Ads,34,UPI,Yes,1,Mumbai
5dd309f3-e735-4e9c-b4aa-e824672b286f,2024-04-03,52,Male,1,709,Healthcare,"₹21,238","₹52,458",Partner Website,11,Credit Card,No,0,Mumbai
16a7ec29-487d-4a49-923e-0a5ade22f963,2023-08-23,32,Male,0,195,E-Commerce,"₹17,606","₹65,265",Facebook Ads,31,Bank Transfer,Yes,0,Mumbai
c696baee-7d7c-412e-923d-3825338a4035,2023-06-21,33,Male,1,626,E-Commerce,"₹9,974","₹57,782",Direct Traffic,18,Credit Card,No,8,Mumbai
54e71c48-3f22-40d7-beb7-33dc85495124,2023-09-05,54,Female,1,678,Healthcare,"₹17,497","₹56,415",Google Ads,23,UPI,No,0,Mumbai
5b1cbd31-56f3-4d6f-8dda-51580fd0be05,2024-07-14,37,Female,1,490,Healthcare,"₹33,099","₹92,087",Partner Website,22,UPI,No,8,Mumbai
ee072fa8-ea29-4045-b6ae-55a2ba012ca1,2023-03-27,57,Male,0,488,Healthcare,"₹6,290","₹55,160",Word of Mouth,43,Credit Card,No,1,Mumbai
26daa791-ea6e-4cf2-be3e-e1bce667dc9f,2023-02-09,51,Male,1,218,Manufacturing,"₹10,670","₹55,399",Partner Website,18,Bank Transfer,Yes,0,Mumbai
d8356908-f0ed-475f-b52c-249236b3db07,2022-12-08,21,Male,1,493,E-Commerce,"₹9,504","₹26,298",Referral Program,40,Credit Card,Yes,0,Mumbai
db3bae13-b7e4-479e-b088-9f514243b9b8,2023-06-27,20,Female,1,408,Finance,"₹43,246","₹23,191",Direct Traffic,47,Bank Transfer,Yes,0,Mumbai
e964a5ce-a009-43b6-933e-ce40228515f6,2024-05-10,34,Female,1,31,Education,"₹49,982","₹57,964",Direct Traffic,41,UPI,Yes,0,Mumbai
a3f8baca-8b89-48f5-bc24-f2487aa5c024,2024-01-04,44,Female,1,647,Education,"₹26,292","₹34,092",Instagram Ads,47,Credit Card,Yes,0,Mumbai
7da89e7f-3be6-47ac-91f2-3ce01de38029,2024-08-17,55,Female,1,393,Consulting,"₹30,716","₹90,407",Direct Traffic,39,UPI,Yes,4,Mumbai
e8999f0a-1aa1-46dc-98cc-b55a72a918bf,2023-11-02,31,Male,1,101,Tech,"₹7,732","₹76,257",Referral Program,20,Bank Transfer,No,8,Mumbai
214c8058-d7e8-4d66-8535-5166e030a6cd,2023-07-11,23,Female,1,456,Retail,"₹13,174","₹63,513",Google Ads,13,Bank Transfer,Yes,3,Mumbai
21f92a2e-7cb1-448b-b84b-a51a7169776e,2024-06-05,19,Male,1,667,Finance,"₹16,552","₹52,097",Word of Mouth,45,Credit Card,Yes,0,Mumbai
898698e3-856d-45ec-87d0-329bcbd2b91b,2022-12-27,42,Male,1,199,E-Commerce,"₹49,042","₹31,279",Email Campaign,1,Credit Card,Yes,1,Mumbai
2d52b54d-b17c-4937-9b7c-3dd95fd6932e,2023-11-26,58,Female,1,234,Tech,"₹6,413","₹15,404",Word of Mouth,4,Credit Card,No,0,Mumbai
c41df047-c7f1-49c0-93e5-6aa98a981e06,2022-12-19,26,Female,1,366,Consulting,"₹47,370","₹71,022",Word of Mouth,24,UPI,Yes,1,Mumbai
61649a59-d2a5-4386-84cc-c4bb8b8a90c0,2024-04-13,61,Male,0,501,Tech,"₹48,657","₹36,198",Direct Traffic,36,Bank Transfer,No,0,Mumbai
89a57b77-a849-4fae-bb60-f4e9d1726594,2023-10-25,39,Male,0,224,Healthcare,"₹28,413","₹95,223",Word of Mouth,36,Bank Transfer,Yes,0,Mumbai
5811b527-3089-47ea-be69-7d5a892f7972,2023-04-21,41,Female,1,699,Retail,"₹11,067","₹50,997",Direct Traffic,45,UPI,Yes,1,Mumbai
255e2b73-d0a3-4b12-b1c2-82761ca51e06,2023-11-02,24,Female,1,682,E-Commerce,"₹38,879","₹79,692",Referral Program,2,Credit Card,Yes,3,Mumbai
80a288ca-54de-4a0e-8424-7e80fa9a2752,2023-08-03,34,Male,1,304,Retail,"₹9,932","₹1,567",Email Campaign,28,Credit Card,No,6,Mumbai
566193bd-1d32-4b7d-b76c-6fae1c0f83fa,2023-07-05,34,Male,0,36,Finance,₹819,"₹62,032",Partner Website,26,UPI,No,6,Mumbai
468db737-83cd-4860-84ba-44e17e1f6671,2024-01-26,22,Male,0,595,Retail,"₹24,969","₹3,179",Direct Traffic,23,Bank Transfer,Yes,0,Mumbai
737c8e40-8111-4aba-a30b-99f439bd6dc0,2023-07-10,22,Female,0,645,Tech,"₹45,954","₹3,019",Google Ads,15,Bank Transfer,Yes,2,Mumbai
291d70f8-6adf-4f30-a901-b254bb0026c8,2023-11-09,48,Male,1,602,Retail,"₹26,990","₹82,455",Instagram Ads,36,Bank Transfer,Yes,0,Mumbai
28f83058-11b0-4a03-ba04-60aed1d22c17,2023-11-15,32,Male,1,628,Retail,"₹21,084","₹86,239",Email Campaign,27,Bank Transfer,No,6,Mumbai
a0f9766e-f160-4ecd-bc61-e37fbbdb535b,2024-03-25,19,Female,1,207,Education,"₹5,291","₹19,704",Google Ads,6,UPI,No,5,Mumbai
273e2c95-b863-460f-a4d2-849df86bed6b,2024-01-28,64,Male,1,271,E-Commerce,"₹32,236","₹19,030",Direct Traffic,35,Bank Transfer,Yes,7,Mumbai
7478da71-2921-4a3f-ad20-c1db1125f7e4,2022-10-27,30,Female,0,232,E-Commerce,₹829,"₹70,445",Email Campaign,39,UPI,No,7,Mumbai
c79b9d3c-35cd-4e1b-8fa7-d18e2f60a9e0,2023-05-19,29,Female,1,572,Tech,"₹9,351","₹74,551",Direct Traffic,38,Credit Card,No,5,Mumbai
203b3403-8eb7-4b76-8e72-4bbdd1abaa27,2022-10-26,55,Female,0,491,Manufacturing,"₹44,578","₹4,420",Referral Program,35,UPI,No,0,Mumbai
4cc4c202-38ea-4651-95a2-84c17bee4295,2024-07-30,43,Female,0,109,Retail,"₹23,626","₹60,875",Google Ads,36,Bank Transfer,No,6,Mumbai
1e673ba5-2ab4-4575-978b-562f907789e1,2022-12-28,63,Male,1,552,Retail,"₹21,800","₹48,653",Referral Program,10,Credit Card,Yes,0,Mumbai
9f4674e1-ca8f-4560-bd6b-64c0255101c2,2024-04-25,25,Male,0,446,Healthcare,"₹10,664","₹17,740",Facebook Ads,30,UPI,Yes,4,Mumbai
2a32249c-2bb2-47fd-8862-619ab7c2bee8,2023-06-23,44,Male,0,413,E-Commerce,"₹25,009","₹66,263",Google Ads,41,UPI,No,0,Mumbai
0170f2fd-ad1a-49aa-8632-552e1a2c5bc8,2024-02-23,30,Female,0,420,Retail,"₹6,203","₹96,864",Email Campaign,38,UPI,No,4,Mumbai
84ea4a5c-b31d-46b2-bc0b-e1d7ff853745,2024-01-23,45,Male,0,717,E-Commerce,"₹27,609","₹65,559",Facebook Ads,29,Credit Card,No,5,Mumbai
d84cd789-ad44-4e2d-9b6d-5d9e8365d68b,2023-03-06,48,Male,1,155,Retail,"₹43,917","₹20,465",Referral Program,43,UPI,Yes,5,Mumbai
b55e6115-3162-45ec-91c2-bc1d1bfa4fe4,2023-11-07,59,Female,1,523,Education,"₹23,054","₹52,432",Referral Program,39,Bank Transfer,Yes,0,Mumbai
ac43aa34-e187-42a1-bd4f-9e3f8adfdaa8,2023-07-14,30,Female,0,76,Tech,"₹28,176","₹5,131",Email Campaign,4,Credit Card,No,0,Mumbai
42945e06-1e03-471c-ab1b-4fa8b370da3b,2023-12-22,18,Female,1,505,E-Commerce,"₹24,304","₹11,652",Facebook Ads,5,Credit Card,No,3,Mumbai
2a16e148-f328-4a13-a031-561a5805f070,2023-01-09,23,Male,0,648,Finance,"₹45,940","₹65,973",Word of Mouth,4,UPI,No,3,Mumbai
fcd79410-f241-41ab-801a-d85ccf60d30e,2023-03-30,59,Male,1,493,Tech,"₹37,423","₹88,043",Partner Website,36,Bank Transfer,No,2,Mumbai
7abdf0bf-4562-4c71-9259-70b697730692,2024-04-11,43,Female,1,152,Healthcare,"₹30,302","₹48,147",Instagram Ads,45,Credit Card,Yes,0,Mumbai
acacd00d-c88e-4e73-acc6-b208260ac34b,2024-05-27,49,Female,1,503,Tech,"₹25,295","₹48,671",Email Campaign,16,UPI,Yes,6,Mumbai
fa087fc4-bfb0-4673-9b11-e9ea1bb7b7c9,2023-05-02,47,Female,1,163,Retail,"₹3,111","₹90,342",Referral Program,25,Bank Transfer,Yes,0,Mumbai
092bd144-8e97-484f-9055-5f8f7f279079,2024-02-14,35,Male,1,648,Healthcare,"₹22,575","₹20,171",Google Ads,14,UPI,Yes,6,Mumbai
59f0c4d8-7c1c-4278-93fd-2e79889070e3,2024-01-20,35,Male,0,591,Tech,"₹16,979","₹87,129",Facebook Ads,11,UPI,Yes,0,Mumbai
036b0444-41c8-411c-ad77-0da36ea45f3e,2022-10-13,32,Female,1,636,Consulting,"₹9,680","₹56,692",Direct Traffic,29,Credit Card,Yes,0,Mumbai
6f54dd2c-76de-46bd-a459-2f23071e2682,2022-12-09,65,Female,0,52,Healthcare,"₹9,804","₹59,541",Partner Website,34,Credit Card,No,0,Mumbai
42bbe342-b679-4cd0-9619-cdd327bf6502,2023-09-14,64,Female,0,595,Consulting,"₹15,110","₹10,470",Instagram Ads,22,UPI,No,7,Mumbai
cd7bd587-f685-4294-8669-b93db5d3dd82,2023-11-11,24,Male,1,264,Finance,"₹8,937","₹62,344",Google Ads,14,Credit Card,Yes,0,Mumbai
201d0d87-b359-45ef-8969-8491414581d0,2023-05-25,24,Female,0,88,Tech,"₹43,618","₹45,308",Facebook Ads,24,Credit Card,Yes,3,Mumbai
1e056568-459b-4fad-8958-82a16d774f9d,2023-11-22,65,Male,1,193,E-Commerce,"₹13,021","₹51,639",Partner Website,39,Bank Transfer,Yes,0,Mumbai
4f9b3bbd-bf9b-40a5-b037-a64c7930d90b,2024-09-09,34,Female,0,245,E-Commerce,"₹24,528","₹22,326",Email Campaign,26,Bank Transfer,No,1,Mumbai
4a4758d8-21c3-4f3b-b828-15058677ec6d,2022-12-18,48,Male,0,212,Manufacturing,"₹39,828","₹5,597",Direct Traffic,43,UPI,No,0,Mumbai
f216822e-0031-40ba-829d-26bb6eab9908,2022-12-22,55,Female,1,598,Retail,"₹27,801","₹31,788",Partner Website,36,UPI,No,0,Mumbai
6d91aa5c-011e-4096-a322-239f8bcb9a24,2023-12-06,59,Male,1,686,Consulting,"₹38,515","₹66,020",Email Campaign,39,UPI,No,3,Mumbai
613fc4c3-b420-4b47-a26e-9debc49d5282,2023-11-28,57,Male,1,119,Healthcare,"₹22,240","₹50,477",Direct Traffic,16,UPI,Yes,9,Mumbai
cf68e512-e2d5-47ad-b491-8a26c6dc0d81,2022-12-19,60,Male,1,340,Manufacturing,"₹37,345","₹34,071",Direct Traffic,38,Bank Transfer,No,0,Mumbai
edfa544b-180c-44a4-8d3c-1ecb16ff1f0e,2023-01-12,52,Female,0,586,Manufacturing,"₹21,782","₹71,603",Word of Mouth,32,Credit Card,Yes,0,Mumbai
529261d9-58ae-487f-9bfd-5a63de359371,2024-09-11,43,Male,1,286,Education,"₹11,358","₹62,923",Facebook Ads,6,Bank Transfer,No,1,Mumbai
dc5da14a-f078-431a-8652-46af59a8df0b,2023-08-07,55,Male,0,562,Consulting,"₹44,659","₹71,560",Direct Traffic,34,UPI,No,0,Mumbai
d324e0f1-d823-44c3-ad38-928abe2f29d3,2024-08-28,37,Male,0,562,Healthcare,"₹44,214","₹74,251",Partner Website,8,UPI,No,0,Mumbai
7a5575fa-07d7-451b-af99-22676316e4c9,2024-08-29,22,Male,0,81,Manufacturing,"₹15,686","₹58,492",Direct Traffic,30,Bank Transfer,No,6,Mumbai
b4c45198-c2d4-4551-bd04-f3066afa6237,2023-06-23,52,Male,0,367,Education,"₹34,685","₹32,770",Instagram Ads,27,Bank Transfer,Yes,7,Mumbai
b81ea8a8-f69a-4378-b9d4-565080aabd29,2024-09-25,58,Female,0,200,Manufacturing,"₹31,694","₹77,762",Partner Website,7,UPI,Yes,8,Mumbai
e5a80ebc-a536-4222-a1b2-e6fba39a07b9,2023-06-25,18,Female,0,96,Retail,"₹25,730","₹36,399",Facebook Ads,27,Credit Card,Yes,0,Mumbai
45f317f1-ddc8-4ebd-90fd-9f4783ca928a,2023-05-10,38,Female,1,654,Finance,"₹27,518","₹79,948",Google Ads,25,UPI,Yes,0,Mumbai
0ae3d0df-fd23-4890-ada3-85d54885c4c5,2023-01-28,62,Female,0,329,Consulting,"₹49,762","₹58,439",Google Ads,46,Bank Transfer,Yes,0,Mumbai
a1f7c6d7-89c6-4e02-8bee-7e87660d19fc,2023-05-25,51,Female,0,701,Education,"₹25,165","₹45,415",Partner Website,41,UPI,Yes,5,Mumbai
ec0ab14a-fa7a-45e9-9ce4-0f91d5ed377b,2022-12-17,38,Male,0,261,Finance,"₹42,222","₹13,569",Partner Website,15,UPI,Yes,0,Mumbai
0dcf605a-35c2-4cb5-93bc-44e3e3541666,2023-11-22,38,Male,1,97,Healthcare,"₹46,859","₹3,369",Email Campaign,25,Credit Card,No,2,Mumbai
0cb8384a-d9a9-4f7c-944c-9bb90ca8eb35,2024-01-21,27,Male,1,535,Retail,"₹40,659","₹98,557",Facebook Ads,22,UPI,Yes,7,Mumbai
12ef093d-7e3f-476d-9413-343715b9f6db,2023-04-07,35,Female,0,57,Education,"₹44,632","₹1,528",Email Campaign,18,UPI,No,0,Mumbai
2378c141-20d9-43e3-b5e8-32a7bf68bf6a,2024-08-05,60,Female,1,657,Healthcare,"₹43,639","₹31,314",Instagram Ads,12,UPI,Yes,1,Mumbai
ada5c6b8-5d2a-40a0-96c6-e6e76b881f80,2024-08-25,61,Female,0,80,Manufacturing,"₹22,016","₹19,047",Word of Mouth,23,Bank Transfer,No,0,Mumbai
ae45868b-5948-4375-9287-4f345eae6a4d,2023-06-30,22,Male,1,722,E-Commerce,"₹35,772","₹20,748",Google Ads,45,Bank Transfer,Yes,3,Mumbai
3de9a2d0-fe63-440e-936d-99efaa745a55,2023-09-05,31,Male,0,289,Tech,"₹25,173","₹36,109",Direct Traffic,39,Credit Card,No,4,Mumbai
d6baf22a-9f83-485f-826d-c4d258df09fe,2022-10-21,44,Male,1,620,Healthcare,"₹5,739","₹14,919",Direct Traffic,25,UPI,Yes,7,Mumbai
7a291640-5bb1-4929-93e7-72f968473d1f,2023-05-03,51,Male,1,649,Finance,"₹49,944","₹48,498",Referral Program,10,Bank Transfer,Yes,0,Mumbai
38a3ae11-9cdd-40ed-88bc-e3174edcf7c8,2022-10-26,57,Male,1,615,Retail,"₹26,915","₹56,808",Referral Program,30,Credit Card,Yes,4,Mumbai
b3b44f64-938a-4131-80ed-99e51f68aa54,2023-01-25,47,Male,0,716,Retail,"₹38,388","₹81,792",Facebook Ads,10,UPI,Yes,0,Mumbai
26dfe36a-9dca-424c-84ca-cca7f4589579,2024-01-25,22,Female,0,213,Healthcare,"₹27,695","₹71,441",Direct Traffic,34,Credit Card,No,6,Mumbai
dad4bc19-bb96-4f3e-8d06-8fb9021904f1,2024-01-12,22,Female,0,52,Manufacturing,"₹39,661","₹75,420",Facebook Ads,46,Credit Card,Yes,6,Mumbai
1214a815-5e3e-49f7-ba6a-86d737963de5,2022-10-31,55,Male,1,158,Tech,"₹29,823","₹29,906",Referral Program,13,Credit Card,Yes,7,Mumbai
41cedaa4-23d3-4def-9e00-da04880f6426,2023-05-30,45,Male,1,320,Consulting,"₹35,464","₹72,486",Facebook Ads,29,Credit Card,No,0,Mumbai
d346f709-1c82-4643-9e82-f20a2433f748,2022-11-24,59,Female,0,530,Finance,"₹36,734","₹67,896",Google Ads,38,Credit Card,Yes,0,Mumbai
830a496b-a4eb-4d10-9bb8-24341cd84944,2023-04-04,28,Male,1,215,Healthcare,"₹31,263","₹22,946",Instagram Ads,41,Credit Card,No,0,Mumbai
e140f22e-ac02-442c-b754-646016d7b909,2024-02-28,58,Male,0,508,Healthcare,"₹35,174","₹48,020",Instagram Ads,45,Credit Card,No,0,Mumbai
8154daa3-c0bf-4009-a45f-0cccb9b42b69,2024-01-07,28,Female,0,600,E-Commerce,"₹18,605","₹75,266",Direct Traffic,9,UPI,Yes,0,Mumbai
1487f760-7f80-46ff-b7b2-901c2d22d92c,2022-10-14,51,Female,0,521,Retail,"₹45,151","₹23,161",Email Campaign,13,UPI,Yes,4,Mumbai
7f1a1b98-269f-4b15-84a1-3715678f034d,2023-12-28,55,Female,0,542,Finance,"₹30,239","₹28,738",Google Ads,37,Credit Card,No,6,Mumbai
c4c6352a-9920-44ce-aa48-0d50ba2b96a7,2023-05-27,65,Female,1,672,Tech,"₹48,705","₹4,925",Word of Mouth,14,UPI,Yes,0,Mumbai
24cce51d-3471-47e0-b385-f465e3d92da3,2024-04-11,34,Female,1,96,Retail,"₹32,469","₹9,463",Facebook Ads,37,Credit Card,No,0,Mumbai
a5740484-a3e0-4fa8-82af-a1a4ed640557,2023-11-27,24,Female,1,496,Healthcare,"₹14,997","₹58,153",Facebook Ads,9,UPI,Yes,0,Mumbai
3a7762f0-b394-4ac3-8a3d-4ef8770ae8ae,2023-11-01,18,Female,0,314,Retail,"₹2,316","₹83,948",Direct Traffic,8,Bank Transfer,Yes,0,Mumbai
20b21d4b-33ae-44d3-915f-0b39008f6446,2023-05-20,45,Male,1,630,Retail,"₹26,983","₹62,009",Word of Mouth,39,Credit Card,No,4,Mumbai
1e80d1e2-26c3-4c90-bde1-eff36826763c,2023-12-19,41,Male,0,446,Education,"₹43,981","₹88,938",Email Campaign,40,Bank Transfer,Yes,0,Mumbai
b28369f6-f001-409c-b1ad-c1beaae202e9,2024-01-01,50,Female,0,129,Retail,"₹22,659","₹92,253",Email Campaign,3,Credit Card,Yes,0,Mumbai
2f137f60-98dd-48be-96fe-39710acf7df8,2024-07-02,65,Female,0,218,Manufacturing,"₹4,349","₹42,552",Facebook Ads,47,Credit Card,Yes,0,Mumbai
4d45139f-99af-4342-a21e-1f209df35457,2023-01-25,41,Male,0,417,Retail,"₹22,112","₹57,271",Facebook Ads,40,Bank Transfer,No,0,Mumbai
b29b2d2c-206d-4444-b38c-6cddf4641d20,2024-04-17,44,Male,0,270,Consulting,"₹40,117","₹10,797",Word of Mouth,33,Bank Transfer,Yes,1,Mumbai
23973396-0cd2-4c3b-bc16-cc7eafa6b6db,2024-02-16,36,Male,0,446,Manufacturing,"₹34,326","₹87,130",Direct Traffic,32,Bank Transfer,No,3,Mumbai
00d060c7-27c3-4f42-b23b-e71e6fe01e28,2023-01-13,63,Female,1,205,Finance,"₹44,998","₹72,942",Google Ads,7,Credit Card,Yes,0,Mumbai
fdc14385-492f-4e26-bef3-a3ce29019612,2023-01-22,23,Female,1,416,Retail,"₹19,206","₹14,965",Word of Mouth,19,Bank Transfer,No,4,Mumbai
282bf4d7-7c15-42c7-9ee3-c45f603d2e3b,2023-12-21,52,Female,1,500,Tech,"₹25,063","₹14,733",Email Campaign,34,Bank Transfer,Yes,3,Mumbai
80099015-0722-4fac-9b2e-d388381bbe5b,2023-09-23,50,Male,1,262,Manufacturing,"₹4,859","₹54,223",Word of Mouth,14,UPI,Yes,0,Mumbai
ba277802-9c81-4e45-9157-d699a7d2fed9,2022-12-27,21,Female,0,692,Manufacturing,"₹31,169","₹27,926",Word of Mouth,47,UPI,No,0,Mumbai
3fd46cbe-d3b8-4423-a191-053bc1e51ee4,2022-12-28,25,Female,0,481,Healthcare,"₹13,309","₹29,783",Word of Mouth,46,Bank Transfer,Yes,5,Mumbai
9425148a-284c-43bc-a1fd-5388933b9780,2023-07-26,52,Female,1,306,Finance,"₹38,928","₹84,360",Google Ads,19,Bank Transfer,No,1,Mumbai
a2af6176-b08e-44b6-8b65-8bfae6e60ddd,2024-03-13,54,Male,1,258,Retail,"₹29,954","₹37,394",Partner Website,26,Bank Transfer,Yes,7,Mumbai
a92ca17e-d4e1-4462-939d-f101dfb7cfe0,2023-04-02,62,Female,1,200,E-Commerce,"₹7,754","₹65,796",Facebook Ads,17,Bank Transfer,No,5,Mumbai
2e839967-b156-4582-aaf7-d1695cd4d318,2023-11-21,62,Female,1,242,Tech,"₹46,090","₹29,287",Referral Program,28,UPI,Yes,2,Mumbai
44691f11-24d0-45f7-abbd-a7e4d447b99a,2024-04-18,35,Male,1,311,Healthcare,"₹25,285","₹83,104",Direct Traffic,19,Credit Card,No,0,Mumbai
942ea11c-0757-46dc-beab-528d5ad2c43a,2024-06-29,37,Female,1,70,Finance,"₹2,593","₹31,436",Word of Mouth,27,Bank Transfer,Yes,7,Mumbai
d29e78da-b86d-4152-b90c-2c438af201f1,2024-08-16,42,Male,1,151,Consulting,"₹44,998","₹87,916",Direct Traffic,48,Bank Transfer,No,1,Mumbai
e9b04e2b-6f4c-41a9-9572-7fb4022184a4,2023-08-04,40,Female,1,256,Manufacturing,"₹41,485","₹91,332",Referral Program,19,UPI,No,3,Mumbai
71e66737-5ac6-474d-8d6f-19142f311072,2023-10-28,18,Male,0,323,Tech,"₹32,509","₹74,567",Partner Website,33,Bank Transfer,Yes,6,Mumbai
00d9a988-b0e0-484e-ac77-a31b53b7d90c,2023-02-02,36,Male,0,629,Consulting,"₹17,058","₹88,483",Facebook Ads,7,Bank Transfer,No,6,Mumbai
40b168c2-3375-4ac5-b2a2-c8a9b6f1733c,2024-03-13,35,Male,0,296,Retail,"₹18,218","₹4,188",Email Campaign,29,UPI,No,7,Mumbai
b30cee62-fd0c-4226-b192-73b671193b8b,2022-11-23,64,Male,0,570,E-Commerce,"₹17,205","₹92,205",Referral Program,43,Bank Transfer,Yes,1,Mumbai
aef6fa23-78bb-4492-8590-a48435fc6b14,2023-08-09,23,Male,1,480,Education,"₹22,582","₹98,349",Direct Traffic,5,Bank Transfer,Yes,7,Mumbai
aeb12a90-0319-4fc4-8820-9b9c9d5cc752,2023-09-02,57,Female,0,478,Education,"₹12,842","₹7,765",Direct Traffic,30,UPI,Yes,0,Mumbai
816605b7-9a89-43ad-ae59-891024c1df82,2023-07-10,38,Female,1,90,Finance,"₹12,739","₹52,626",Direct Traffic,49,Credit Card,Yes,0,Mumbai
d79ac172-b3b1-405b-808d-8301050d82c8,2024-04-29,56,Male,0,531,E-Commerce,"₹47,122","₹89,707",Email Campaign,43,Bank Transfer,Yes,8,Mumbai
0c1ecfe3-120e-4fad-b018-bb2535b2ccca,2023-03-17,52,Male,1,176,Tech,"₹47,165","₹11,807",Referral Program,8,Bank Transfer,Yes,0,Mumbai
3c44abab-52de-46aa-b29e-b68b1073202c,2022-10-13,33,Male,1,715,Healthcare,"₹32,774","₹11,204",Direct Traffic,42,Credit Card,No,0,Mumbai
0e64b355-ad0b-43a4-9e06-53897ba0ded5,2022-12-12,21,Female,0,363,Tech,"₹11,919","₹93,602",Email Campaign,12,UPI,No,0,Mumbai
19ea5553-b2c9-4ed2-95dd-597f1a66a8ab,2023-12-28,62,Male,0,171,E-Commerce,"₹43,332","₹58,944",Word of Mouth,42,Credit Card,No,0,Mumbai
bc580f99-f8c2-4f5a-a751-1e512f1f941e,2023-10-27,55,Female,1,73,Consulting,"₹15,503","₹43,120",Direct Traffic,13,Bank Transfer,Yes,0,Mumbai
bbff7247-1c49-4f86-a386-ac1182e54f8e,2024-04-14,29,Male,1,173,Manufacturing,"₹31,366","₹23,658",Referral Program,26,Credit Card,Yes,0,Mumbai
86636f1e-d680-46ef-b32d-c30c6791b0bb,2024-06-16,62,Female,1,362,Education,"₹22,488","₹38,081",Email Campaign,18,UPI,No,5,Mumbai
736aa5c4-5200-4534-8f62-fb16f871736f,2024-10-05,43,Male,0,526,Finance,"₹43,527","₹35,986",Partner Website,42,Bank Transfer,No,5,Mumbai
ba0bf6b2-c32d-4c74-82da-4e00949515d4,2024-04-04,61,Female,0,425,Retail,"₹25,408","₹80,322",Google Ads,49,UPI,Yes,0,Mumbai
ab7952d3-ee6e-41af-b0b0-f18f5f1b4a94,2024-01-01,58,Female,1,84,Tech,"₹6,174","₹95,819",Email Campaign,20,UPI,No,7,Mumbai
9f59bd96-9821-44f2-b89d-77e2219ec61d,2024-05-11,28,Female,0,336,Education,"₹5,502","₹51,304",Google Ads,16,Credit Card,Yes,0,Mumbai
